Processing,Ag,Al,B,Be,Bi,Cd,Co,Cr,Cu,Er,Eu,Fe,Ga,Li,Mg,Mn,Ni,Pb,Sc,Si,Sn,Ti,V,Zn,Zr,Elongation (%),Tensile Strength (MPa),Yield Strength (MPa),class,Toughness
Solutionised + Naturally aged,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.011,0.009,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,18.0,358.527364,206.84271,6,3226.746276
Solutionised + Naturally aged,0.0,0.957,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.011,0.008,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,12.14425430210325,360.0,205.0,6,2185.9657743785847
Solutionised + Naturally aged,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,427.474934,275.79028,6,4702.224274
Solutionised + Naturally aged,0.0,0.942,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.006,0.007,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,12.14425430210325,425.0,275.0,6,2580.6540391969406
Solutionised + Naturally aged,0.0,0.935967984,0.0,0.0,0.0,0.0,0.0,0.00050025,0.04002001,0.0,0.0,0.003501751,0.0,0.0,0.006003002,0.007003502,0.0,0.0,0.0,0.005002501,0.0,0.000750375,0.0,0.001250625,0.0,12.95,400.0,232.5,6,2590.0
Solutionised + Naturally aged,0.0,0.935,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.005,0.008,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,12.14425430210325,425.0,290.0,6,2580.6540391969406
Solutionised + Naturally aged,0.0,0.934,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.005,0.008,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,20.0,427.474934,289.579794,6,4274.74934
Solutionised + Naturally aged,0.0,0.973021673,0.0,0.0,0.0,0.0,0.0,0.00195205,0.002752891,0.0,0.0,0.003503679,0.0,0.0,0.010010511,0.000750788,0.0,0.0,0.0,0.006006307,0.0,0.000750788,0.0,0.001251314,0.0,20.35,209.0,119.0,6,2126.5750000000003
Solutionised + Naturally aged,0.0,0.973021673,0.0,0.0,0.0,0.0,0.0,0.00195205,0.002752891,0.0,0.0,0.003503679,0.0,0.0,0.010010511,0.000750788,0.0,0.0,0.0,0.006006307,0.0,0.000750788,0.0,0.001251314,0.0,20.35,209.0,119.0,6,2126.5750000000003
Artificial aged,0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,12.0,186.158439,144.789897,7,1116.9506339999998
Artificial aged,0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,12.0,186.158439,144.789897,7,1116.9506339999998
Artificial aged,0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,12.0,185.0,145.0,7,1110.0
Artificial aged,0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,12.0,185.0,145.0,7,1110.0
Artificial aged,0.0,0.984992496,0.0,0.0,0.0,0.0,0.0,0.00050025,0.00050025,0.0,0.0,0.001750875,0.0,0.0,0.006753377,0.00050025,0.0,0.0,0.0,0.004002001,0.0,0.00050025,0.0,0.00050025,0.0,9.75,162.5,119.0,7,792.1875
Artificial aged,0.0,0.983237428,0.0,0.0,0.0,0.0,0.0,0.000500375,0.000500375,0.0,0.0,0.001751313,0.0,0.0,0.005003753,0.000500375,0.0,0.0,0.0,0.007505629,0.0,0.000500375,0.0,0.000500375,0.0,12.2,281.5,260.0,7,1717.1499999999999
Artificial aged,0.0,0.978734051,0.0,0.0,0.0,0.0,0.0,0.001501126,0.001501126,0.0,0.0,0.001751313,0.0,0.0,0.005504128,0.002501876,0.0,0.0,0.0,0.007005254,0.0,0.000500375,0.0,0.001000751,0.0,9.75,276.0,216.5,7,1345.5
Artificial aged,0.0,0.976488244,0.0,0.0,0.0,0.0,0.0,0.00050025,0.0010005,0.0,0.0,0.002501251,0.0,0.0,0.004252126,0.0010005,0.0,0.0,0.0,0.012506253,0.0,0.000750375,0.0,0.0010005,0.0,13.2,221.0,185.0,7,1458.6
Artificial aged,0.0,0.931558935,0.0,0.0,0.0,0.0,0.0,0.002251351,0.0010006,0.0,0.0,0.002001201,0.0,0.0,0.012007204,0.002751651,0.0,0.0,0.0,0.001751051,0.0,0.00025015,0.0,0.045027016,0.001400841,14.05,375.0,315.0,7,2634.375
Artificial aged,0.0,0.7995,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0025,0.0,0.0,0.0095,0.003,0.0,0.0,0.0,0.18,0.0,0.002,0.0,0.001,0.0,1.0,139.0,125.0,7,69.5
Artificial aged,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.006,0.0,0.0,0.0105,0.003,0.0,0.0,0.0,0.18,0.0,0.002,0.0,0.001,0.0,1.0,167.0,153.0,7,83.5
Artificial aged,0.0,0.789,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.012,0.0,0.0,0.0105,0.003,0.0,0.0,0.0,0.18,0.0,0.002,0.0,0.001,0.0,1.0,264.0,229.0,7,132.0
Artificial aged,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0025,0.0,0.0,0.011,0.003,0.0,0.0,0.0,0.22,0.0,0.002,0.0,0.001,0.0,0.5,139.0,139.0,7,34.75
Artificial aged,0.0,0.7545,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.006,0.0,0.0,0.011,0.003,0.0,0.0,0.0,0.22,0.0,0.002,0.0,0.001,0.0,0.5,160.0,160.0,7,40.0
Artificial aged,0.0,0.7495,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.011,0.0,0.0,0.011,0.003,0.0,0.0,0.0,0.22,0.0,0.002,0.0,0.001,0.0,0.5,236.0,236.0,7,59.0
Artificial aged,0.0,0.98075,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0035,0.0,0.0,0.00675,0.001,0.0,0.0,0.0,0.004,0.0,0.001,0.0,0.001,0.0,12.0,220.0,281.8720234779904,7,1320.0
Artificial aged,0.0,0.92495,0.0,0.0,0.0,0.0,0.0,0.0013,0.001,0.0,0.0,0.004,0.0,0.0,0.014,0.0045,0.0,0.0,0.0,0.0035,0.0,0.00035,0.0,0.045,0.0014,15.0,395.0,281.8720234779904,7,2962.5
Solutionised  + Artificially peak aged,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,15.0,220.632224,193.053196,2,1654.74168
Solutionised  + Artificially peak aged,0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,12.0,241.316495,213.737467,2,1447.89897
Solutionised  + Artificially peak aged,0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,12.0,240.0,215.0,2,1440.0
Solutionised  + Artificially peak aged,0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,12.0,240.0,215.0,2,1440.0
Solutionised  + Artificially peak aged,0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,12.0,241.316495,234.421738,2,1447.89897
Solutionised  + Artificially peak aged,0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,15.0,220.0,195.0,2,1650.0
Solutionised  + Artificially peak aged,0.0,0.9885,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,13.0,268.895523,227.526981,2,1747.8208995000002
Solutionised  + Artificially peak aged,0.0,0.986993497,0.0,0.0,0.0,0.0,0.0,0.0,0.0010005,0.0,0.0,0.000750375,0.0,0.0,0.006753377,0.000250125,0.0,0.0,0.0,0.004002001,0.0,0.0,0.0,0.000250125,0.0,12.2,200.5,173.5,2,1223.05
Solutionised  + Artificially peak aged,0.0,0.986232791,0.0,0.0,0.0,0.0,0.0,0.000250313,0.000500626,0.0,0.0,0.002002503,0.0,0.0,0.004755945,0.000500626,0.0,0.0,0.0,0.004505632,0.0,0.000500626,0.0,0.000750939,0.0,9.75,206.0,162.5,2,1004.25
Solutionised  + Artificially peak aged,0.0,0.98581,0.0,0.0,0.0,0.0,0.0,0.0,0.00026,0.0,0.0,0.0018,0.0,0.0,0.0055,0.0007,5e-05,0.0,0.0,0.0055,0.0,0.00018,0.0,0.0002,0.0,12.1,289.9,269.2,2,1753.8949999999998
Solutionised  + Artificially peak aged,0.0,0.98581,0.0,0.0,0.0,0.0,0.0,0.0,0.00026,0.0,0.0,0.0018,0.0,0.0,0.0055,0.0007,5e-05,0.0,0.0,0.0055,0.0,0.00018,0.0,0.0002,0.0,13.3,252.3,229.5,2,1677.795
Solutionised  + Artificially peak aged,0.0,0.98581,0.0,0.0,0.0,0.0,0.0,0.0,0.00026,0.0,0.0,0.0018,0.0,0.0,0.0055,0.0007,5e-05,0.0,0.0,0.0055,0.0,0.00018,0.0,0.0002,0.0,13.9,290.4,267.5,2,2018.28
Solutionised  + Artificially peak aged,0.0,0.98581,0.0,0.0,0.0,0.0,0.0,0.0,0.00026,0.0,0.0,0.0018,0.0,0.0,0.0055,0.0007,5e-05,0.0,0.0,0.0055,0.0,0.00018,0.0,0.0002,0.0,14.1,281.6,271.3,2,1985.2800000000002
Solutionised  + Artificially peak aged,0.0,0.98581,0.0,0.0,0.0,0.0,0.0,0.0,0.00026,0.0,0.0,0.0018,0.0,0.0,0.0055,0.0007,5e-05,0.0,0.0,0.0055,0.0,0.00018,0.0,0.0002,0.0,16.1,275.6,257.0,2,2218.5800000000004
Solutionised  + Artificially peak aged,0.0,0.98581,0.0,0.0,0.0,0.0,0.0,0.0,0.00026,0.0,0.0,0.0018,0.0,0.0,0.0055,0.0007,5e-05,0.0,0.0,0.0055,0.0,0.00018,0.0,0.0002,0.0,25.1,202.3,128.5,2,2538.8650000000002
Solutionised  + Artificially peak aged,0.0,0.984992496,0.0,0.0,0.0,0.0,0.0,0.00050025,0.00050025,0.0,0.0,0.001750875,0.0,0.0,0.006753377,0.00050025,0.0,0.0,0.0,0.004002001,0.0,0.00050025,0.0,0.00050025,0.0,11.0,222.0,184.0,2,1221.0
Solutionised  + Artificially peak aged,0.0,0.9845,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0025,0.0,0.0,0.0069,0.0045,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0004,0.0,24.4,303.0,189.0,2,3696.6
Solutionised  + Artificially peak aged,0.0,0.9831,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0019,0.0,0.0,0.0074,0.0003,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,7.0,250.0,230.0,2,875.0
Solutionised  + Artificially peak aged,0.0,0.9815,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,17.0,330.948336,296.474551,2,2813.060856
Solutionised  + Artificially peak aged,0.0,0.9815,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,2.0,232.0,281.8720234779904,2,232.0
Solutionised  + Artificially peak aged,0.0,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,12.0,310.0,281.8720234779904,2,1860.0
Solutionised  + Artificially peak aged,0.0,0.98075,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0035,0.0,0.0,0.00675,0.001,0.0,0.0,0.0,0.004,0.0,0.001,0.0,0.001,0.0,12.0,240.0,281.8720234779904,2,1440.0
Solutionised  + Artificially peak aged,0.0,0.9797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0056,0.0047,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,9.0,310.0,280.0,2,1395.0
Solutionised  + Artificially peak aged,0.0,0.9795,0.0,0.0,0.0,0.0,0.0,0.002,0.0025,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,12.0,310.264065,275.79028,2,1861.58439
Solutionised  + Artificially peak aged,0.0,0.9793,0.0,0.0,0.0,0.0,0.0,0.002,0.0027,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,17.5,325.3,298.0,2,2846.375
Solutionised  + Artificially peak aged,0.0,0.9793,0.0,0.0,0.0,0.0,0.0,0.002,0.0027,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,17.5,325.3,298.0,2,2846.375
Solutionised  + Artificially peak aged,0.0,0.9792,0.0,0.0,0.0,0.0,0.0,0.002,0.0028,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,12.0,310.0,275.0,2,1860.0
Solutionised  + Artificially peak aged,0.0,0.97877,0.0,0.0,0.0,0.0,0.0,0.0005,0.0024,0.0,0.0,0.002,0.0001,0.0,0.0093,0.0001,0.0,0.0,0.0,0.0066,0.0,0.00013,0.0001,0.0,0.0,16.6,365.0,322.0,2,3029.5000000000005
Solutionised  + Artificially peak aged,0.0,0.978734051,0.0,0.0,0.0,0.0,0.0,0.001501126,0.001501126,0.0,0.0,0.001751313,0.0,0.0,0.005504128,0.002501876,0.0,0.0,0.0,0.007005254,0.0,0.000500375,0.0,0.001000751,0.0,9.75,292.5,243.5,2,1425.9375
Solutionised  + Artificially peak aged,0.0,0.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,13.0,337.843093,296.474551,2,2195.9801045
Solutionised  + Artificially peak aged,0.0,0.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,14.0,310.0,285.0,2,2170.0
Solutionised  + Artificially peak aged,0.0,0.9775,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,13.0,255.106009,220.632224,2,1658.1890585
Solutionised  + Artificially peak aged,0.0,0.976488244,0.0,0.0,0.0,0.0,0.0,0.00050025,0.0010005,0.0,0.0,0.002501251,0.0,0.0,0.004252126,0.0010005,0.0,0.0,0.0,0.012506253,0.0,0.000750375,0.0,0.0010005,0.0,12.2,265.5,211.0,2,1619.55
Solutionised  + Artificially peak aged,0.0,0.9764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0064,0.0052,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,10.0,385.0,370.0,2,1925.0
Solutionised  + Artificially peak aged,0.0,0.9763,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0035,0.0,0.0,0.011,0.0012,0.0,0.0,0.0,0.0058,0.0,0.0,0.0,0.0,0.0,26.0,283.0,235.0,2,3679.0
Solutionised  + Artificially peak aged,0.0,0.9763,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0035,0.0,0.0,0.011,0.0012,0.0,0.0,0.0,0.0058,0.0,0.0,0.0,0.0,0.0,26.0,283.0,235.0,2,3679.0
Solutionised  + Artificially peak aged,0.0,0.9754,0.0,0.0,0.0,0.0,0.0,0.0016,0.0031,0.0,0.0,0.0025,0.0,0.0,0.0099,0.0008,0.0,0.0,0.0,0.0066,0.0,0.0,0.0,0.0001,0.0,12.14425430210325,300.0,281.8720234779904,2,1821.6381453154875
Solutionised  + Artificially peak aged,0.0,0.97458,0.0,0.0,0.0,0.0,0.0,0.0,0.00022,0.0,0.0,0.0016,0.0,0.0,0.0076,0.0056,4e-05,0.0,0.0,0.01,0.0,0.00023,0.0,0.00013,0.0,13.0,298.3,282.0,2,1938.95
Solutionised  + Artificially peak aged,0.0,0.97458,0.0,0.0,0.0,0.0,0.0,0.0,0.00022,0.0,0.0,0.0016,0.0,0.0,0.0076,0.0056,4e-05,0.0,0.0,0.01,0.0,0.00023,0.0,0.00013,0.0,14.8,330.5,309.6,2,2445.7000000000003
Solutionised  + Artificially peak aged,0.0,0.97458,0.0,0.0,0.0,0.0,0.0,0.0,0.00022,0.0,0.0,0.0016,0.0,0.0,0.0076,0.0056,4e-05,0.0,0.0,0.01,0.0,0.00023,0.0,0.00013,0.0,15.4,333.7,314.9,2,2569.49
Solutionised  + Artificially peak aged,0.0,0.97458,0.0,0.0,0.0,0.0,0.0,0.0,0.00022,0.0,0.0,0.0016,0.0,0.0,0.0076,0.0056,4e-05,0.0,0.0,0.01,0.0,0.00023,0.0,0.00013,0.0,15.9,338.1,299.9,2,2687.8950000000004
Solutionised  + Artificially peak aged,0.0,0.97458,0.0,0.0,0.0,0.0,0.0,0.0,0.00022,0.0,0.0,0.0016,0.0,0.0,0.0076,0.0056,4e-05,0.0,0.0,0.01,0.0,0.00023,0.0,0.00013,0.0,16.8,306.0,276.7,2,2570.4
Solutionised  + Artificially peak aged,0.0,0.97458,0.0,0.0,0.0,0.0,0.0,0.0,0.00022,0.0,0.0,0.0016,0.0,0.0,0.0076,0.0056,4e-05,0.0,0.0,0.01,0.0,0.00023,0.0,0.00013,0.0,29.2,246.2,165.0,2,3594.5199999999995
Solutionised  + Artificially peak aged,0.0,0.973021673,0.0,0.0,0.0,0.0,0.0,0.00195205,0.002752891,0.0,0.0,0.003503679,0.0,0.0,0.010010511,0.000750788,0.0,0.0,0.0,0.006006307,0.0,0.000750788,0.0,0.001251314,0.0,12.2,314.0,260.0,2,1915.3999999999999
Solutionised  + Artificially peak aged,0.0,0.97298,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.001,0.0,0.0,0.0121,0.001,0.0,0.0,0.0,0.0129,0.0,0.0,0.0,1e-05,0.0,12.3,302.0,231.0,2,1857.3000000000002
Solutionised  + Artificially peak aged,0.0,0.972486243,0.0,0.0,0.0,0.0,0.0,0.002501251,0.001750875,0.0,0.0,0.005002501,0.0,0.0,0.006253127,0.0010005,0.0,0.0,0.0,0.009004502,0.0,0.000750375,0.0,0.001250625,0.0,12.2,328.0,276.0,2,2000.8
Solutionised  + Artificially peak aged,0.0,0.972472472,0.0,0.0,0.0,0.0,0.0,0.000500501,0.003753754,0.0,0.0,0.002502503,0.0,0.0,0.006006006,0.005005005,0.0,0.0,0.0,0.008008008,0.0,0.000500501,0.0,0.001251251,0.0,12.35,343.0,310.5,2,2118.025
Solutionised  + Artificially peak aged,0.0,0.97102,0.0,0.0,0.0,0.0,0.0,0.00021,0.00321,0.0,0.0,0.00456,0.0,0.0,0.0091,0.00212,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.00178,0.0,24.6,205.0,85.0,2,2521.5
Solutionised  + Artificially peak aged,0.0,0.97062,0.0,0.0,0.0,0.0,0.0,0.0035,0.0035,0.0,0.0,0.0016,0.0,0.0,0.0107,0.0015,7e-05,0.0,0.0,0.0078,0.0,0.00029,0.0,0.00042,0.0,14.4,348.8,329.35,2,2511.36
Solutionised  + Artificially peak aged,0.0,0.97062,0.0,0.0,0.0,0.0,0.0,0.0035,0.0035,0.0,0.0,0.0016,0.0,0.0,0.0107,0.0015,7e-05,0.0,0.0,0.0078,0.0,0.00029,0.0,0.00042,0.0,14.8,349.0,331.26,2,2582.6
Solutionised  + Artificially peak aged,0.0,0.97062,0.0,0.0,0.0,0.0,0.0,0.0035,0.0035,0.0,0.0,0.0016,0.0,0.0,0.0107,0.0015,7e-05,0.0,0.0,0.0078,0.0,0.00029,0.0,0.00042,0.0,15.2,353.9,326.5,2,2689.64
Solutionised  + Artificially peak aged,0.0,0.97062,0.0,0.0,0.0,0.0,0.0,0.0035,0.0035,0.0,0.0,0.0016,0.0,0.0,0.0107,0.0015,7e-05,0.0,0.0,0.0078,0.0,0.00029,0.0,0.00042,0.0,19.7,320.0,274.2,2,3152.0
Solutionised  + Artificially peak aged,0.0,0.97062,0.0,0.0,0.0,0.0,0.0,0.0035,0.0035,0.0,0.0,0.0016,0.0,0.0,0.0107,0.0015,7e-05,0.0,0.0,0.0078,0.0,0.00029,0.0,0.00042,0.0,29.7,295.0,206.7,2,4380.75
Solutionised  + Artificially peak aged,0.0,0.97062,0.0,0.0,0.0,0.0,0.0,0.0035,0.0035,0.0,0.0,0.0016,0.0,0.0,0.0107,0.0015,7e-05,0.0,0.0,0.0078,0.0,0.00029,0.0,0.00042,0.0,33.5,270.5,163.2,2,4530.875
Solutionised  + Artificially peak aged,0.0,0.9705,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,385.0,290.0,2,673.75
Solutionised  + Artificially peak aged,0.0,0.9705,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,385.0,290.0,2,673.75
Solutionised  + Artificially peak aged,0.0,0.9699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0276,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0014,2.0,404.0,366.0,2,404.0
Solutionised  + Artificially peak aged,0.0,0.9699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0276,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0014,2.0,404.0,366.0,2,404.0
Solutionised  + Artificially peak aged,0.0,0.9695,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.008,0.007,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,12.0,393.001149,358.527364,2,2358.006894
Solutionised  + Artificially peak aged,0.0,0.968468468,0.0,0.0,0.0,0.0,0.0,0.000500501,0.003753754,0.0,0.0,0.002502503,0.0,0.0,0.008008008,0.005005005,0.0,0.0,0.0,0.01001001,0.0,0.000500501,0.0,0.001251251,0.0,11.5,382.5,362.0,2,2199.375
Solutionised  + Artificially peak aged,0.0,0.968355,0.0,4.5e-05,0.0,0.0,0.0,0.0015,0.00275,0.0,0.0,0.007,0.0003,0.0,0.01,0.0015,0.0,0.0,0.0,0.006,0.0,0.0015,0.00105,0.0,0.0,16.5,365.0,322.0,2,3011.25
Solutionised  + Artificially peak aged,0.0,0.968355,0.0,4.5e-05,0.0,0.0,0.0,0.0015,0.00275,0.0,0.0,0.007,0.0003,0.0,0.01,0.0015,0.0,0.0,0.0,0.006,0.0,0.0015,0.00105,0.0,0.0,16.5,365.0,322.0,2,3011.25
Solutionised  + Artificially peak aged,0.0,0.96822617,0.0,0.0,0.0,0.0,0.0,0.001250938,0.000500375,0.0,0.0,0.002501876,0.0,0.0,0.009006755,0.007005254,0.0,0.0,0.0,0.010007506,0.0,0.000500375,0.0,0.001000751,0.0,9.75,319.5,260.0,2,1557.5625
Solutionised  + Artificially peak aged,0.0,0.9682,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.008,0.007,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,10.0,380.0,350.0,2,1900.0
Solutionised  + Artificially peak aged,0.0,0.96775,0.0,0.0,0.0,0.0,0.0,0.001,0.00375,0.0,0.0,0.005,0.0,0.0,0.006,0.005,0.0,0.0,0.0,0.008,0.0,0.0,0.001,0.0025,0.0,12.0,345.0,324.0,2,2070.0
Solutionised  + Artificially peak aged,0.0,0.96775,0.0,0.0,0.0,0.0,0.0,0.001,0.00375,0.0,0.0,0.005,0.0,0.0,0.006,0.005,0.0,0.0,0.0,0.008,0.0,0.0,0.001,0.0025,0.0,13.0,338.0,296.0,2,2197.0
Solutionised  + Artificially peak aged,0.0,0.96775,0.0,0.0,0.0,0.0,0.0,0.001,0.00375,0.0,0.0,0.005,0.0,0.0,0.006,0.005,0.0,0.0,0.0,0.008,0.0,0.0,0.001,0.0025,0.0,13.0,338.0,296.0,2,2197.0
Solutionised  + Artificially peak aged,0.0,0.9675,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,400.0,324.0,2,1000.0
Solutionised  + Artificially peak aged,0.0,0.9675,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.003,0.0,0.0,0.01,0.0035,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,8.0,358.0,331.0,2,1432.0
Solutionised  + Artificially peak aged,0.0,0.9675,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,400.0,324.0,2,1000.0
Solutionised  + Artificially peak aged,0.0,0.9668,0.0,0.0,0.0,0.0,0.0,0.00195,0.00275,0.0,0.0,0.007,0.0,0.0,0.01,0.0015,0.0,0.0,0.0,0.006,0.0,0.0015,0.0,0.0025,0.0,12.0,310.0,281.8720234779904,2,1860.0
Solutionised  + Artificially peak aged,0.0,0.9663,0.0,0.0,0.0,0.0,0.0,0.0,0.0097,0.0,0.0,0.0014,0.0,0.0,0.0098,0.0051,0.0,0.0,0.0,0.0077,0.0,0.0,0.0,0.0,0.0,8.0,405.0,360.0,2,1620.0
